date,channel_grouping,platform,year,month,sumOfLeads,ad_id
2020-09-13,Referral,Desktop,2020,9,5759.293159,1120
2020-09-13,Referral,Mobile Web,2020,9,11027.72946,2046
2020-09-13,Social,Desktop,2020,9,329.4611209,61
2020-09-13,Social,Mobile Web,2020,9,767.5310267,163
2020-09-14,,Android,2020,9,74293.68732,18537
2020-09-14,,Desktop,2020,9,4275.934908,1307
2020-09-14,,Mobile Web,2020,9,8615.471491,2542
2020-09-14,,iOS,2020,9,18119.84934,5197
2020-09-14,(Other),Android,2020,9,154527.8804,34196
2020-09-14,(Other),Desktop,2020,9,9956.950381,1832
2020-09-14,(Other),Mobile Web,2020,9,7096.062502,1427
2020-09-14,(Other),iOS,2020,9,1042.682041,211
2020-09-14,Direct,Android,2020,9,110061.0062,24521
2020-09-14,Direct,Desktop,2020,9,28278.92836,5397
2020-09-14,Direct,Mobile Web,2020,9,52214.23246,9854
2020-09-14,Direct,iOS,2020,9,80492.59533,16164
2020-09-14,Display,Desktop,2020,9,988.7383764,209
2020-09-14,Display,Mobile Web,2020,9,4393.280375,640
2020-09-14,Email,Android,2020,9,643.5057794,159
2020-09-14,Email,Desktop,2020,9,308.643298,44
2020-09-14,Email,Mobile Web,2020,9,41.57921873,6
2020-09-14,Organic Search,Android,2020,9,8.389163004,2
2020-09-14,Organic Search,Desktop,2020,9,111473.1647,19304
2020-09-14,Organic Search,Mobile Web,2020,9,130393.1861,22446
2020-09-14,Paid Search,Android,2020,9,37285.11698,9324
2020-09-14,Paid Search,Desktop,2020,9,13727.03921,2603
2020-09-14,Paid Search,Mobile Web,2020,9,19760.06393,3619
2020-09-14,Paid Search,iOS,2020,9,75.10095177,15
2020-09-14,Referral,Android,2020,9,4.118864393,1
2020-09-14,Referral,Desktop,2020,9,14287.56502,2881
2020-09-14,Referral,Mobile Web,2020,9,13771.71799,2365
2020-09-14,Social,Desktop,2020,9,985.1133483,202
2020-09-14,Social,Mobile Web,2020,9,943.3233522,208
2020-09-15,,Android,2020,9,66666.74343,16707
2020-09-15,,Desktop,2020,9,3869.263128,1186
2020-09-15,,Mobile Web,2020,9,7177.356593,2126
2020-09-15,,iOS,2020,9,17459.44496,4963
2020-09-15,(Other),Android,2020,9,145002.5954,31585
2020-09-15,(Other),Desktop,2020,9,7539.771027,1420
2020-09-15,(Other),Mobile Web,2020,9,8023.954676,1480
2020-09-15,(Other),iOS,2020,9,1139.813722,242
2020-09-15,Direct,Android,2020,9,100964.24,22488
2020-09-15,Direct,Desktop,2020,9,23765.05143,4515
2020-09-15,Direct,Mobile Web,2020,9,50399.38262,8967
2020-09-15,Direct,iOS,2020,9,77037.73901,15300
2020-09-15,Display,Desktop,2020,9,1100.836877,211
2020-09-15,Display,Mobile Web,2020,9,3831.136667,572
2020-09-15,Email,Android,2020,9,364.469654,95
2020-09-15,Email,Desktop,2020,9,84.55014596,16
2020-09-15,Email,Mobile Web,2020,9,30.36207051,6
2020-09-15,Organic Search,Desktop,2020,9,102952.47,18002
2020-09-15,Organic Search,Mobile Web,2020,9,119142.3116,20216
2020-09-15,Paid Search,Android,2020,9,35760.04935,8919
2020-09-15,Paid Search,Desktop,2020,9,12770.57967,2466
2020-09-15,Paid Search,Mobile Web,2020,9,17986.68692,3408
2020-09-15,Paid Search,iOS,2020,9,32.50924594,11
2020-09-15,Referral,Android,2020,9,4.194581502,1
2020-09-15,Referral,Desktop,2020,9,11181.56623,2083
2020-09-15,Referral,Mobile Web,2020,9,13876.82126,2259
2020-09-15,Social,Desktop,2020,9,1025.455527,193
2020-09-15,Social,Mobile Web,2020,9,1224.270264,228
2020-09-16,,Android,2020,9,74380.26891,18609
2020-09-16,,Desktop,2020,9,2547.076563,782
2020-09-16,,Mobile Web,2020,9,7683.063777,2293
2020-09-16,,iOS,2020,9,19429.2137,5458
2020-09-16,(Other),Android,2020,9,147739.7541,33109
2020-09-16,(Other),Desktop,2020,9,4907.124635,986
2020-09-16,(Other),Mobile Web,2020,9,7963.517214,1573
2020-09-16,(Other),iOS,2020,9,1194.717991,234
2020-09-16,Direct,Android,2020,9,111184.5015,25025
2020-09-16,Direct,Desktop,2020,9,14713.19435,2904
2020-09-16,Direct,Mobile Web,2020,9,50567.61287,9564
2020-09-16,Direct,iOS,2020,9,77510.99767,15682
2020-09-16,Display,Desktop,2020,9,242.2555187,50
2020-09-16,Display,Mobile Web,2020,9,4420.808545,676
2020-09-16,Email,Android,2020,9,399.7808135,102
2020-09-16,Email,Desktop,2020,9,16.54494584,4
2020-09-16,Email,Mobile Web,2020,9,12.67665798,3
2020-09-16,Organic Search,Desktop,2020,9,52828.41078,9965
2020-09-16,Organic Search,Mobile Web,2020,9,127048.0054,22082
2020-09-16,Paid Search,Android,2020,9,39734.712,9856
2020-09-16,Paid Search,Desktop,2020,9,7207.221642,1472
2020-09-16,Paid Search,Mobile Web,2020,9,19883.8331,3576
2020-09-16,Paid Search,iOS,2020,9,93.89921411,25
2020-09-16,Referral,Desktop,2020,9,6525.060584,1258
2020-09-16,Referral,Mobile Web,2020,9,12366.62367,2109
2020-09-16,Social,Desktop,2020,9,962.2030018,176
2020-09-16,Social,Mobile Web,2020,9,1151.319171,222
2020-09-17,,Android,2020,9,71831.01488,17782
2020-09-17,,Desktop,2020,9,4070.533357,1257
2020-09-17,,Mobile Web,2020,9,6742.025375,2006
2020-09-17,,iOS,2020,9,20384.4354,5760
2020-09-17,(Other),Android,2020,9,144969.4764,31935
2020-09-17,(Other),Desktop,2020,9,7749.640741,1477
2020-09-17,(Other),Mobile Web,2020,9,7417.641878,1465
2020-09-17,(Other),iOS,2020,9,1502.021095,334
2020-09-17,Direct,Android,2020,9,111400.3028,24802
2020-09-17,Direct,Desktop,2020,9,28015.87858,5321
2020-09-17,Direct,Mobile Web,2020,9,44955.93469,8269
2020-09-17,Direct,iOS,2020,9,82377.6681,16659
2020-09-17,Display,Desktop,2020,9,1577.607492,297
2020-09-17,Display,Mobile Web,2020,9,3213.655001,489
2020-09-17,Email,Android,2020,9,351.9973057,99
2020-09-17,Email,Desktop,2020,9,168.0545658,29
2020-09-17,Email,Mobile Web,2020,9,4.274851082,1
2020-09-17,Organic Search,Desktop,2020,9,113839.1128,19830
2020-09-17,Organic Search,Mobile Web,2020,9,117155.6688,19790
2020-09-17,Paid Search,Android,2020,9,37918.03361,9303
2020-09-17,Paid Search,Desktop,2020,9,11524.23147,2260
2020-09-17,Paid Search,Mobile Web,2020,9,15002.00346,2816
2020-09-17,Paid Search,iOS,2020,9,106.0352315,25
2020-09-17,Referral,Desktop,2020,9,10983.44545,2089
2020-09-17,Referral,Mobile Web,2020,9,14540.48891,2331
2020-09-17,Social,Desktop,2020,9,1481.25461,270
2020-09-17,Social,Mobile Web,2020,9,724.1656263,144
2020-09-18,,Android,2020,9,72596.36995,17942
2020-09-18,,Desktop,2020,9,3460.8773,1063
2020-09-18,,Mobile Web,2020,9,5539.995294,1664
2020-09-18,,iOS,2020,9,19611.80137,5613
2020-09-18,(Other),Android,2020,9,146004.2549,32395
2020-09-18,(Other),Desktop,2020,9,7326.474963,1334
2020-09-18,(Other),Mobile Web,2020,9,5601.060282,1137
2020-09-18,(Other),iOS,2020,9,1174.785102,267
2020-09-18,Direct,Android,2020,9,109275.1267,24153
2020-09-18,Direct,Desktop,2020,9,25293.26951,4816
2020-09-18,Direct,Mobile Web,2020,9,45167.46641,8462
2020-09-18,Direct,iOS,2020,9,75248.86374,15367
2020-09-18,Display,Desktop,2020,9,1195.632681,231
2020-09-18,Display,Mobile Web,2020,9,3157.001706,498
2020-09-18,Email,Android,2020,9,467.5057685,117
2020-09-18,Email,Desktop,2020,9,68.82959161,17
2020-09-18,Email,Mobile Web,2020,9,39.57006265,8
2020-09-18,Organic Search,Desktop,2020,9,94098.26199,16538
2020-09-18,Organic Search,Mobile Web,2020,9,111791.5883,19087
2020-09-18,Paid Search,Android,2020,9,36949.03239,9198
2020-09-18,Paid Search,Desktop,2020,9,12545.83534,2494
2020-09-18,Paid Search,Mobile Web,2020,9,15555.33547,2904
2020-09-18,Paid Search,iOS,2020,9,48.67030875,10
2020-09-18,Referral,Desktop,2020,9,9854.998695,1921
2020-09-18,Referral,Mobile Web,2020,9,15432.5511,2559
2020-09-18,Social,Desktop,2020,9,651.9423947,136
2020-09-18,Social,Mobile Web,2020,9,787.0433468,150
2020-09-19,,Android,2020,9,73394.51773,18120
2020-09-19,,Desktop,2020,9,2587.847361,783
2020-09-19,,Mobile Web,2020,9,7208.128657,2154
2020-09-19,,iOS,2020,9,18742.25316,5268
2020-09-19,(Other),Android,2020,9,145388.9536,32531
2020-09-19,(Other),Desktop,2020,9,4193.222,810
2020-09-19,(Other),Mobile Web,2020,9,6059.363223,1200
2020-09-19,(Other),iOS,2020,9,1372.850377,295
2020-09-19,Direct,Android,2020,9,105758.0778,24018
2020-09-19,Direct,Desktop,2020,9,17449.12651,3526
2020-09-19,Direct,Mobile Web,2020,9,42474.2249,8122
2020-09-19,Direct,iOS,2020,9,78553.64358,15708
2020-09-19,Display,Desktop,2020,9,505.5962535,95
2020-09-19,Display,Mobile Web,2020,9,2550.764267,464
2020-09-19,Email,Android,2020,9,531.168126,137
2020-09-19,Email,Desktop,2020,9,60.86538115,12
2020-09-19,Email,Mobile Web,2020,9,9.325679056,3
2020-09-19,Organic Search,Desktop,2020,9,55867.17514,10549
2020-09-19,Organic Search,Mobile Web,2020,9,114076.9903,20005
2020-09-19,Paid Search,Android,2020,9,38942.33124,9674
2020-09-19,Paid Search,Desktop,2020,9,7282.507126,1386
2020-09-19,Paid Search,Mobile Web,2020,9,15755.7724,2909
2020-09-19,Paid Search,iOS,2020,9,59.2878036,14
2020-09-19,Referral,Desktop,2020,9,6108.871353,1241
2020-09-19,Referral,Mobile Web,2020,9,13286.64437,2333
2020-09-19,Social,Desktop,2020,9,567.1846413,117
2020-09-19,Social,Mobile Web,2020,9,732.6133858,155
2020-09-20,,Android,2020,9,74832.69219,18517
2020-09-20,,Desktop,2020,9,3379.214067,1041
2020-09-20,,Mobile Web,2020,9,6861.340922,2013
2020-09-20,,iOS,2020,9,18789.8895,5265
2020-09-20,(Other),Android,2020,9,147401.3451,33067
2020-09-20,(Other),Desktop,2020,9,3344.592924,661
2020-09-20,(Other),Mobile Web,2020,9,6073.226085,1252
2020-09-20,(Other),iOS,2020,9,1347.665444,290
2020-09-20,Direct,Android,2020,9,111691.2885,24888
2020-09-20,Direct,Desktop,2020,9,15717.07832,3129
2020-09-20,Direct,Mobile Web,2020,9,44047.68924,8127
2020-09-20,Direct,iOS,2020,9,81256.87451,15926
2020-09-20,Display,Desktop,2020,9,827.3852702,161
2020-09-20,Display,Mobile Web,2020,9,3514.33977,548
2020-09-20,Email,Android,2020,9,466.3570349,129
2020-09-20,Email,Desktop,2020,9,37.32852866,9
2020-09-20,Organic Search,Desktop,2020,9,52530.46137,9836
2020-09-20,Organic Search,Mobile Web,2020,9,121770.9762,21260
2020-09-20,Paid Search,Android,2020,9,38616.0071,9577
2020-09-20,Paid Search,Desktop,2020,9,6220.889024,1299
2020-09-20,Paid Search,Mobile Web,2020,9,17885.7267,3216
2020-09-20,Paid Search,iOS,2020,9,135.2907642,23
2020-09-20,Referral,Desktop,2020,9,4608.387454,976
2020-09-20,Referral,Mobile Web,2020,9,13299.34592,2484
2020-09-20,Social,Desktop,2020,9,655.4095362,135
2020-09-20,Social,Mobile Web,2020,9,652.8096622,151
2020-09-21,,Android,2020,9,74932.73007,18452
2020-09-21,,Desktop,2020,9,4165.741942,1276
2020-09-21,,Mobile Web,2020,9,7235.577647,2187
2020-09-21,,iOS,2020,9,19124.93835,5370
2020-09-21,(Other),Android,2020,9,151067.1144,33110
2020-09-21,(Other),Desktop,2020,9,7363.706663,1448
2020-09-21,(Other),Mobile Web,2020,9,6863.564368,1377
2020-09-21,(Other),iOS,2020,9,1732.755993,346
2020-09-21,Direct,Android,2020,9,115659.6472,25505
2020-09-21,Direct,Desktop,2020,9,27329.44607,5422
2020-09-21,Direct,Mobile Web,2020,9,47824.91514,8734
2020-09-21,Direct,iOS,2020,9,80959.20067,16113
2020-09-21,Display,Desktop,2020,9,1527.059317,288
2020-09-21,Display,Mobile Web,2020,9,4148.182996,530
2020-09-21,Email,Android,2020,9,410.3556349,112
2020-09-21,Email,Desktop,2020,9,80.43212812,17
2020-09-21,Email,Mobile Web,2020,9,16.63669654,3
2020-09-21,Organic Search,Desktop,2020,9,112596.9204,19368
2020-09-21,Organic Search,Mobile Web,2020,9,123016.7467,21126
2020-09-21,Paid Search,Android,2020,9,38282.80038,9479
2020-09-21,Paid Search,Desktop,2020,9,13087.64708,2479
2020-09-21,Paid Search,Mobile Web,2020,9,16515.26558,3068
2020-09-21,Paid Search,iOS,2020,9,48.80199741,11
2020-09-21,Referral,Desktop,2020,9,9970.082735,1928
2020-09-21,Referral,Mobile Web,2020,9,15002.60254,2634
2020-09-21,Social,Desktop,2020,9,885.5127524,181
2020-09-21,Social,Mobile Web,2020,9,1085.266052,212
2020-09-22,,Android,2020,9,73978.74174,18426
2020-09-22,,Desktop,2020,9,4630.097529,1433
2020-09-22,,Mobile Web,2020,9,6671.266572,1972
2020-09-22,,iOS,2020,9,21554.8268,6077
2020-09-22,(Other),Android,2020,9,148326.1686,33010
2020-09-22,(Other),Desktop,2020,9,8710.736882,1706
2020-09-22,(Other),Mobile Web,2020,9,5875.549508,1185
2020-09-22,(Other),iOS,2020,9,1683.762017,343
2020-09-22,Direct,Android,2020,9,110095.002,24550
2020-09-22,Direct,Desktop,2020,9,28154.6687,5570
2020-09-22,Direct,Mobile Web,2020,9,47009.6217,8569
2020-09-22,Direct,iOS,2020,9,82280.62541,16736
2020-09-22,Display,Desktop,2020,9,1169.13189,237
2020-09-22,Display,Mobile Web,2020,9,3119.141967,547
2020-09-22,Email,Android,2020,9,349.5053153,91
2020-09-22,Email,Desktop,2020,9,147.6345475,24
2020-09-22,Email,Mobile Web,2020,9,28.29700713,5
2020-09-22,Organic Search,Desktop,2020,9,108001.8097,18679
2020-09-22,Organic Search,Mobile Web,2020,9,119842.1042,20799
2020-09-22,Paid Search,Android,2020,9,39471.74499,9518
2020-09-22,Paid Search,Desktop,2020,9,11879.41289,2365
2020-09-22,Paid Search,Mobile Web,2020,9,16140.28843,3008
2020-09-22,Paid Search,iOS,2020,9,35.02070865,5
2020-09-22,Referral,Desktop,2020,9,9892.794267,1986
2020-09-22,Referral,Mobile Web,2020,9,16915.82137,2809
2020-09-22,Social,Desktop,2020,9,794.6974563,163
2020-09-22,Social,Mobile Web,2020,9,1281.143276,255
2020-09-23,,Android,2020,9,68292.9379,17224
2020-09-23,,Desktop,2020,9,3847.08102,1193
2020-09-23,,Mobile Web,2020,9,6385.852287,1923
2020-09-23,,iOS,2020,9,18187.71642,5185
2020-09-23,(Other),Android,2020,9,140992.2503,31412
2020-09-23,(Other),Desktop,2020,9,8741.269584,1594
2020-09-23,(Other),Mobile Web,2020,9,4651.101361,967
2020-09-23,(Other),iOS,2020,9,1202.485649,280
2020-09-23,Direct,Android,2020,9,106253.3477,23886
2020-09-23,Direct,Desktop,2020,9,28958.13975,5640
2020-09-23,Direct,Mobile Web,2020,9,54913.74618,8922
2020-09-23,Direct,iOS,2020,9,78559.40822,15690
2020-09-23,Display,Desktop,2020,9,989.972807,190
2020-09-23,Display,Mobile Web,2020,9,3332.656513,559
2020-09-23,Email,Android,2020,9,857.7134042,209
2020-09-23,Email,Desktop,2020,9,478.1566588,105
2020-09-23,Email,Mobile Web,2020,9,734.809144,166
2020-09-23,Organic Search,Desktop,2020,9,105187.5445,18445
2020-09-23,Organic Search,Mobile Web,2020,9,115070.0795,20008
2020-09-23,Paid Search,Android,2020,9,37344.07959,9180
2020-09-23,Paid Search,Desktop,2020,9,10800.01591,2133
2020-09-23,Paid Search,Mobile Web,2020,9,16531.90927,3105
2020-09-23,Paid Search,iOS,2020,9,104.4798926,17
2020-09-23,Referral,Desktop,2020,9,12456.32751,2328
2020-09-23,Referral,Mobile Web,2020,9,22006.62676,3202
2020-09-23,Social,Desktop,2020,9,813.3169133,167
2020-09-23,Social,Mobile Web,2020,9,1265.677828,282
2020-09-24,,Android,2020,9,69919.17331,17621
2020-09-24,,Desktop,2020,9,3771.424886,1155
2020-09-24,,Mobile Web,2020,9,6831.88364,2046
2020-09-24,,iOS,2020,9,19141.35069,5441
2020-09-24,(Other),Android,2020,9,143429.4351,32012
2020-09-24,(Other),Desktop,2020,9,8555.808689,1570
2020-09-24,(Other),Mobile Web,2020,9,5078.938413,1069
2020-09-24,(Other),iOS,2020,9,1358.730459,327
2020-09-24,Direct,Android,2020,9,103516.3654,23794
2020-09-24,Direct,Desktop,2020,9,25824.83036,5115
2020-09-24,Direct,Mobile Web,2020,9,48560.87636,8506
2020-09-24,Direct,iOS,2020,9,76742.77909,15522
2020-09-24,Display,Desktop,2020,9,868.4045553,174
2020-09-24,Display,Mobile Web,2020,9,3774.232574,541
2020-09-24,Email,Android,2020,9,654.9988631,183
2020-09-24,Email,Desktop,2020,9,224.6092597,46
2020-09-24,Email,Mobile Web,2020,9,125.36267,34
2020-09-24,Organic Search,Desktop,2020,9,99754.83715,17272
2020-09-24,Organic Search,Mobile Web,2020,9,110837.6542,19659
2020-09-24,Paid Search,Android,2020,9,36852.05866,9076
2020-09-24,Paid Search,Desktop,2020,9,10705.19257,2054
2020-09-24,Paid Search,Mobile Web,2020,9,14845.95304,2782
2020-09-24,Paid Search,iOS,2020,9,109.2124133,22
2020-09-24,Referral,Desktop,2020,9,10738.04543,2085
2020-09-24,Referral,Mobile Web,2020,9,19429.62737,3078
2020-09-24,Social,Desktop,2020,9,994.8985208,180
2020-09-24,Social,Mobile Web,2020,9,1044.12589,217
2020-09-25,,Android,2020,9,65455.00274,16470
2020-09-25,,Desktop,2020,9,3072.269943,947
2020-09-25,,Mobile Web,2020,9,5195.280345,1574
2020-09-25,,iOS,2020,9,17648.20314,5021
2020-09-25,(Other),Android,2020,9,133171.7853,30311
2020-09-25,(Other),Desktop,2020,9,5919.224267,1108
2020-09-25,(Other),Mobile Web,2020,9,5337.465542,1075
2020-09-25,(Other),iOS,2020,9,1340.990799,305
2020-09-25,Direct,Android,2020,9,100440.9492,22655
2020-09-25,Direct,Desktop,2020,9,22338.58466,4276
2020-09-25,Direct,Mobile Web,2020,9,43733.59645,7992
2020-09-25,Direct,iOS,2020,9,72603.65886,14660
2020-09-25,Display,Desktop,2020,9,604.2082601,112
2020-09-25,Display,Mobile Web,2020,9,3740.856779,595
2020-09-25,Email,Android,2020,9,448.3699362,132
2020-09-25,Email,Desktop,2020,9,107.0787958,22
2020-09-25,Email,Mobile Web,2020,9,154.5705491,31
2020-09-25,Organic Search,Desktop,2020,9,83440.26792,14995
2020-09-25,Organic Search,Mobile Web,2020,9,106113.87,18533
2020-09-25,Paid Search,Android,2020,9,36029.11134,8777
2020-09-25,Paid Search,Desktop,2020,9,9184.760656,1847
2020-09-25,Paid Search,Mobile Web,2020,9,14447.40012,2657
2020-09-25,Paid Search,iOS,2020,9,150.172826,31
2020-09-25,Referral,Desktop,2020,9,9407.047914,1848
2020-09-25,Referral,Mobile Web,2020,9,16848.26081,2821
2020-09-25,Social,Desktop,2020,9,861.9507066,179
2020-09-25,Social,Mobile Web,2020,9,1066.789678,241
2020-09-26,,Android,2020,9,63479.92508,15984
2020-09-26,,Desktop,2020,9,2858.565991,884
2020-09-26,,Mobile Web,2020,9,5391.004853,1631
2020-09-26,,iOS,2020,9,18469.14379,5200
2020-09-26,(Other),Android,2020,9,136101.3881,30685
2020-09-26,(Other),Desktop,2020,9,4262.402123,845
2020-09-26,(Other),Mobile Web,2020,9,4785.700693,1009
2020-09-26,(Other),iOS,2020,9,953.8021569,218
2020-09-26,Direct,Android,2020,9,97561.47279,22112
2020-09-26,Direct,Desktop,2020,9,14027.87004,2855
2020-09-26,Direct,Mobile Web,2020,9,39044.79974,7227
2020-09-26,Direct,iOS,2020,9,74479.5761,14994
2020-09-26,Display,Desktop,2020,9,262.331259,49
2020-09-26,Display,Mobile Web,2020,9,4624.443445,624
2020-09-26,Email,Android,2020,9,533.6317557,147
2020-09-26,Email,Desktop,2020,9,79.5792794,17
2020-09-26,Email,Mobile Web,2020,9,125.3162089,20
2020-09-26,Organic Search,Desktop,2020,9,48609.26284,9292
2020-09-26,Organic Search,Mobile Web,2020,9,109514.8474,19297
2020-09-26,Paid Search,Android,2020,9,34735.70249,8650
2020-09-26,Paid Search,Desktop,2020,9,6258.787687,1280
2020-09-26,Paid Search,Mobile Web,2020,9,15856.34208,2952
2020-09-26,Paid Search,iOS,2020,9,72.45990213,10
2020-09-26,Referral,Desktop,2020,9,5162.973841,1047
2020-09-26,Referral,Mobile Web,2020,9,14047.11419,2599
2020-09-26,Social,Desktop,2020,9,518.8150192,88
2020-09-26,Social,Mobile Web,2020,9,918.8220498,199
2020-09-27,,Android,2020,9,72543.76025,17959
2020-09-27,,Desktop,2020,9,2723.786229,843
2020-09-27,,Mobile Web,2020,9,6327.119168,1889
2020-09-27,,iOS,2020,9,19236.54978,5396
2020-09-27,(Other),Android,2020,9,141363.2517,31525
2020-09-27,(Other),Desktop,2020,9,3727.240246,733
2020-09-27,(Other),Mobile Web,2020,9,5832.633083,1176
2020-09-27,(Other),iOS,2020,9,1168.463875,286
2020-09-27,Direct,Android,2020,9,106782.2636,23875
2020-09-27,Direct,Desktop,2020,9,12916.57661,2597
2020-09-27,Direct,Mobile Web,2020,9,43379.49783,7978
2020-09-27,Direct,iOS,2020,9,77051.95394,15430
2020-09-27,Display,Desktop,2020,9,193.6248553,39
2020-09-27,Display,Mobile Web,2020,9,3487.960968,579
2020-09-27,Email,Android,2020,9,670.5835827,148
2020-09-27,Email,Desktop,2020,9,66.89196863,12
2020-09-27,Email,Mobile Web,2020,9,101.3175181,15
2020-09-27,Organic Search,Desktop,2020,9,47221.40042,8822
2020-09-27,Organic Search,Mobile Web,2020,9,113627.9138,19790
2020-09-27,Paid Search,Android,2020,9,39195.16049,9673
2020-09-27,Paid Search,Desktop,2020,9,5779.324739,1181
2020-09-27,Paid Search,Mobile Web,2020,9,18082.36507,3254
2020-09-27,Paid Search,iOS,2020,9,44.44707078,10
2020-09-27,Referral,Desktop,2020,9,5185.747432,1053
2020-09-27,Referral,Mobile Web,2020,9,15597.2848,2776
2020-09-27,Social,Desktop,2020,9,562.8371466,99
2020-09-27,Social,Mobile Web,2020,9,1156.252545,224
2020-09-28,,Android,2020,9,73223.15632,18371
2020-09-28,,Desktop,2020,9,3940.015027,1207
2020-09-28,,Mobile Web,2020,9,5983.791153,1823
2020-09-28,,iOS,2020,9,19827.47046,5658
2020-09-28,(Other),Android,2020,9,146028.1437,32592
2020-09-28,(Other),Desktop,2020,9,9570.088344,1609
2020-09-28,(Other),Mobile Web,2020,9,5537.580279,1160
2020-09-28,(Other),iOS,2020,9,1804.173868,399
2020-09-28,Direct,Android,2020,9,110090.4643,24790
2020-09-28,Direct,Desktop,2020,9,25597.83027,4950
2020-09-28,Direct,Mobile Web,2020,9,48492.84646,8713
2020-09-28,Direct,iOS,2020,9,79340.26808,16375
2020-09-28,Display,Desktop,2020,9,430.5009048,94
2020-09-28,Display,Mobile Web,2020,9,4360.926971,743
2020-09-28,Email,Android,2020,9,701.5303892,164
2020-09-28,Email,Desktop,2020,9,96.8223673,22
2020-09-28,Email,Mobile Web,2020,9,40.53337687,12
2020-09-28,Organic Search,Android,2020,9,8.469432584,2
2020-09-28,Organic Search,Desktop,2020,9,103718.7383,18007
2020-09-28,Organic Search,Mobile Web,2020,9,119293.1333,20668
2020-09-28,Paid Search,Android,2020,9,38500.2089,9649
2020-09-28,Paid Search,Desktop,2020,9,13836.60679,2678
2020-09-28,Paid Search,Mobile Web,2020,9,15841.23547,2962
2020-09-28,Paid Search,iOS,2020,9,144.7631257,28
2020-09-28,Referral,Desktop,2020,9,11152.5978,2152
2020-09-28,Referral,Mobile Web,2020,9,18432.11704,3020
2020-09-28,Social,Desktop,2020,9,755.309074,169
2020-09-28,Social,Mobile Web,2020,9,907.0871801,195
2020-09-29,,Android,2020,9,72189.46616,18033
2020-09-29,,Desktop,2020,9,4038.14184,1242
2020-09-29,,Mobile Web,2020,9,6619.45182,1998
2020-09-29,,iOS,2020,9,19228.39303,5450
2020-09-29,(Other),Android,2020,9,146050.0167,32599
2020-09-29,(Other),Desktop,2020,9,10049.74412,1798
2020-09-29,(Other),Mobile Web,2020,9,5586.651005,1143
2020-09-29,(Other),iOS,2020,9,1634.120372,382
2020-09-29,Direct,Android,2020,9,107385.7628,23888
2020-09-29,Direct,Desktop,2020,9,25638.44606,4972
2020-09-29,Direct,Mobile Web,2020,9,45759.34411,8250
2020-09-29,Direct,iOS,2020,9,81082.35704,16313
2020-09-29,Display,Desktop,2020,9,412.1456483,87
2020-09-29,Display,Mobile Web,2020,9,4182.743852,687
2020-09-29,Email,Android,2020,9,544.3824141,171
2020-09-29,Email,Desktop,2020,9,154.2787098,35
2020-09-29,Email,Mobile Web,2020,9,33.44837032,9
2020-09-29,Organic Search,Android,2020,9,12.82455325,2
2020-09-29,Organic Search,Desktop,2020,9,103863.9358,18420
2020-09-29,Organic Search,Mobile Web,2020,9,118348.4499,20622
2020-09-29,Paid Search,Android,2020,9,38073.44769,9421
2020-09-29,Paid Search,Desktop,2020,9,10290.12265,2060
2020-09-29,Paid Search,Mobile Web,2020,9,15133.85945,2718
2020-09-29,Paid Search,iOS,2020,9,79.66568999,19
2020-09-29,Referral,Desktop,2020,9,12214.74705,2359
2020-09-29,Referral,Mobile Web,2020,9,18713.93597,3075
2020-09-29,Social,Desktop,2020,9,829.7552928,168
2020-09-29,Social,Mobile Web,2020,9,1077.160147,247
2020-09-30,,Android,2020,9,71048.51768,17791
2020-09-30,,Desktop,2020,9,3537.564814,1085
2020-09-30,,Mobile Web,2020,9,6835.553702,2061
2020-09-30,,iOS,2020,9,17874.7515,5054
2020-09-30,(Other),Android,2020,9,142292.3908,31930
2020-09-30,(Other),Desktop,2020,9,9825.972635,1855
2020-09-30,(Other),Mobile Web,2020,9,5529.500495,1117
2020-09-30,(Other),iOS,2020,9,1554.2016,324
2020-09-30,Direct,Android,2020,9,105925.8698,23684
2020-09-30,Direct,Desktop,2020,9,24415.1489,4722
2020-09-30,Direct,Mobile Web,2020,9,48365.63674,8549
2020-09-30,Direct,iOS,2020,9,77172.82843,15435
2020-09-30,Display,Desktop,2020,9,326.5863574,70
2020-09-30,Display,Mobile Web,2020,9,3457.730855,610
2020-09-30,Email,Android,2020,9,371.5832253,113
2020-09-30,Email,Desktop,2020,9,247.2125383,58
2020-09-30,Email,Mobile Web,2020,9,123.2755424,23
2020-09-30,Organic Search,Android,2020,9,12.58374451,3
2020-09-30,Organic Search,Desktop,2020,9,99434.85007,17670
2020-09-30,Organic Search,Mobile Web,2020,9,119513.1337,20589
2020-09-30,Paid Search,Android,2020,9,37217.4949,9040
2020-09-30,Paid Search,Desktop,2020,9,11151.67391,2196
2020-09-30,Paid Search,Mobile Web,2020,9,15241.85716,2800
2020-09-30,Paid Search,iOS,2020,9,70.46274176,14
2020-09-30,Referral,Android,2020,9,2,2
2020-09-30,Referral,Desktop,2020,9,11030.16599,2163
2020-09-30,Referral,Mobile Web,2020,9,19024.22713,3047
2020-09-30,Social,Desktop,2020,9,932.3382259,176
2020-09-30,Social,Mobile Web,2020,9,1244.237812,255
2020-10-01,(Other),Android,2020,10,167039.1286,30594
2020-10-01,(Other),Desktop,2020,10,9130.026507,1554
2020-10-01,(Other),Mobile Web,2020,10,5623.756586,1108
2020-10-01,(Other),iOS,2020,10,1602.293918,322
2020-10-01,Direct,Android,2020,10,124127.9494,23156
